rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
319,Otima,74,Damia Group,Cloud Engineer (AWS/Azure),<https://himalayas.app/companies/damia-group/jobs/cloud-engineer-aws-azure>,himalayas,"Remote / Brazil, Portugal",Brazil-friendly remote,brazil_friendly,Unspecified,aws; terraform; typescript; azure; cloud,2026-05-14T10:50:35.000Z,devops
320,Otima,75,Pacifica Continental,Manual QA Engineer,<https://himalayas.app/companies/pacifica-continental/jobs/manual-qa-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; scrum; cloud; platform; backend; api; postman,2026-05-16T20:21:38.000Z,qa
321,Otima,75,Aquiva Labs,Salesforce QA Engineer,<https://himalayas.app/companies/aquiva-labs/jobs/salesforce-qa-engineer-2791369464>,himalayas,"Remote / Argentina, Brazil, Chile, Colombia, Mexico, Peru",Brazil-friendly remote,brazil_friendly,Pleno,javascript; typescript; scrum; api; java; selenium; cypress,2026-05-19T20:31:27.000Z,qa
322,Otima,72,CI&T,"[Job - 29386] Senior QA, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29386-senior-qa-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum; platform; go,2026-05-20T22:13:23.000Z,qa
323,Otima,73,Tether Operations Limited,Technical Product Manager QVAC - 100% remote,<https://himalayas.app/companies/tether-operations-limited/jobs/technical-product-manager-qvac-100-remote-5109188467>,himalayas,"Remote / Algeria, Argentina, Australia, Austria, Bahrain, Bangladesh, Belgium, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Cuba, Denmark, Dominican Republic, Ecuador, Egypt, El Salvador, Finland, France, Germany, Ghana, Greece, Guatemala, Haiti, Honduras, India, Iran, Iraq, Ireland, Israel, Italy, Kenya, Kuwait, Morocco, Netherlands, New Zealand, Nicaragua, Nigeria, Norway, Oman, Pakistan, Panama, Paraguay, Peru, Poland, Portugal, Qatar, Russian Federation, Saudi Arabia, South Africa, Spain, Sweden, Switzerland, Tanzania, Tunisia, Turkey, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Unspecified,javascript; typescript; scrum; architecture; platform; backend; api; go; python; java,2026-05-16T03:40:05.000Z,management
324,Otima,77,"Bemax Group, LLC",Data Engineer / BI Analyst (Azure Synapse &amp; Fabric) - Pleno,<https://www.programathor.com.br/jobs/33501-data-engineer-bi-analyst-azure-synapse-fabric-pleno>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,azure,,pleno
325,Otima,72,MongoDB,Solutions Architect,<https://www.mongodb.com/careers/job/?gh_jid=7866797>,greenhouse,Mexico City; São Paulo,Brazil-based or Remote Brazil,brazil,Architect,aws; javascript; typescript; reactjs; node; microservices; gcp; azure; kubernetes; distributed systems; architecture; cloud; platform; api; go; python; java,2026-05-01T18:50:18.000Z,arq
326,Otima,72,Crescer RH,Desenvolvedor(a) Java Jr - PJ,<https://www.programathor.com.br/jobs/33477-desenvolvedor-a-java-jr-pj>,browser_mcp,Belo Horizonte (Híbrido),Brazil-based or Remote Brazil,brazil,Junior,java,,junior
327,Otima,73,CI&T,[Job- 29350] Senior Product Manager,<https://himalayas.app/companies/ci-t/jobs/job-29350-senior-product-manager>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum; platform; backend; api,2026-05-15T09:57:16.000Z,management
328,Otima,73,TRE ALTAMIRA Srl,Senior Golang Developer,<https://remoteok.com/remote-jobs/remote-senior-golang-developer-tre-altamira-srl-1131593>,remoteok,,worldwide-compatible remote,international,Senior,typescript; go,2026-05-14T14:00:02.000Z,senior
329,Otima,70,Nucont,Vencida Desenvolvedor(a) Pleno,<https://www.programathor.com.br/jobs/10683-desenvolvedor-a-pleno>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
330,Boa,69,Ensemble Health Partners,Revenue Integrity Quality Assurance Analyst,<https://himalayas.app/companies/ensemble-health-partners/jobs/revenue-integrity-quality-assurance-analyst>,himalayas,"Remote / Argentina, Australia, Bangladesh, Brazil, Canada, Chile, China, Colombia, Egypt, France, Germany, India, Indonesia, Italy, Japan, Kenya, Mexico, Nigeria, Pakistan, Peru, Philippines, South Africa, South Korea, Spain, Thailand, United Kingdom, United States, Vietnam",Brazil-friendly remote,brazil_friendly,Pleno,aws; typescript; go,2026-05-14T22:07:49.000Z,qa
331,Boa,68,CI&T,"[job 29245] Senior Quality Assurance with Automation, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29245-senior-quality-assurance-with-automation-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum; architecture; go,2026-05-08T08:16:32.000Z,qa
332,Boa,66,ScholarshipOwl,Senior B2B Product Manager,<https://himalayas.app/companies/scholarshipowl/jobs/senior-b2b-product-manager>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,typescript; scrum; platform; api; go,2026-05-16T08:39:17.000Z,management
333,Boa,66,Nimble Gravity,Product Manager,<https://himalayas.app/companies/nimble-gravity/jobs/product-manager>,himalayas,"Remote / Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Bolivia, Brazil, Chile, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, El Salvador, Grenada, Guatemala, Guyana, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Unspecified,typescript; scrum; architecture; platform; api; go,2026-05-18T10:58:40.000Z,management
334,Boa,69,CI&T,[Job-29368] Scrum Master Sr | Brazil,<https://himalayas.app/companies/ci-t/jobs/job-29368-scrum-master-sr-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum; platform,2026-05-19T12:11:37.000Z,management
335,Boa,68,Sagan Recruitment,Senior Analytics Engineer (Offshore) NOVA,<https://www.programathor.com.br/jobs/33525-senior-analytics-engineer-offshore>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,,,senior
336,Boa,67,Trustly,"Senior Product Manager, FIC",<https://himalayas.app/companies/trustly-com/jobs/senior-product-manager-fic>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum; platform; api,2026-05-10T20:31:50.000Z,management
337,Boa,69,HireHawk,Quality Assurance | Document Review Specialist | Brazil,<https://himalayas.app/companies/hirehawk/jobs/quality-assurance-document-review-specialist-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; platform; api; go,2026-05-16T05:33:07.000Z,qa
338,Otima,70,RecargaPay,Sr Product Owner (Anti-Fraud),<https://himalayas.app/companies/recargapay-com/jobs/sr-product-owner-anti-fraud>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; express; api; go,2026-05-09T12:42:11.000Z,management
339,Boa,67,Segarante,[Remoto] Desenvolvedor(a) Back-End Sênior - Ruby on Rails,<https://www.programathor.com.br/jobs/33484-remoto-desenvolvedor-a-back-end-senior-ruby-on-rails>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,backend,,senior
340,Boa,66,Addvisor Consulting (VSG Consultoria Empresarial Ltda),Desenvolvedor(a) Full Stack .NET + Angular | IA,<https://www.programathor.com.br/jobs/33513-desenvolvedor-a-full-stack-net-angular-ia>,browser_mcp,São Paulo (Híbrido),Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
341,Boa,69,Sezzle,Product Manager - Merchant Experience (Brazil),<https://himalayas.app/companies/sezzle/jobs/product-manager-merchant-experience-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,typescript; figma; platform; api; go,2026-05-17T21:28:09.000Z,management
342,Otima,70,Botcity,Senior Java Developer,<https://www.programathor.com.br/jobs/33523-senior-java-developer>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,java,,senior
343,Boa,68,Pavago,QA Automation Engineer,<https://himalayas.app/companies/pavago/jobs/qa-automation-engineer-1717171252>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; playwright,2026-05-19T21:47:58.000Z,qa
344,Boa,68,Miratech,Network Services Architect (Voice/SIP),<https://himalayas.app/companies/miratech/jobs/network-services-architect-voice-sip-9025013686>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,typescript; architecture,2026-05-09T04:57:40.000Z,arq
345,Boa,68,BM Vagas - Unidade Prado Casal,Programador(a) Front-end Delphi Júnior,<https://www.programathor.com.br/jobs/33491-programador-a-front-end-delphi-junior>,browser_mcp,Cruzeiro-SP (Presencial),Brazil-based or Remote Brazil,brazil,Junior,frontend,,junior
346,Boa,69,Pavago,Quality Assurance Engineer,<https://himalayas.app/companies/pavago/jobs/quality-assurance-engineer-4901089919>,himalayas,"Remote / Brazil, United States",Brazil-friendly remote,brazil_friendly,Pleno,typescript; scrum; selenium; cypress; playwright,2026-05-14T05:18:17.000Z,qa
347,Boa,67,CI&T,"[Job- 29423] Product Manager, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29423-product-manager-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,typescript; platform; go,2026-05-20T14:59:11.000Z,management
348,Otima,71,Interview Kickstart,Software Development Engineer in Test 2,<https://himalayas.app/companies/interview-kickstart/jobs/software-development-engineer-in-test-2>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,javascript; typescript; platform; api; go; python; java; playwright,2026-05-12T06:49:18.000Z,qa
349,Boa,66,ProConsult Engenharia,Programador(a) PHP Full Stack Pleno,<https://www.programathor.com.br/jobs/33487-programador-a-php-full-stack-pleno>,browser_mcp,São Paulo (Híbrido),Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
350,Otima,70,36X Game Studio,Vencida Desenvolvedor(a) C# / unity3D / AR Foundation,<https://www.programathor.com.br/jobs/12931-desenvolvedor-a-c-unity3d-ar-foundation>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
351,Boa,66,CI&T,"[Job-29223] Senior Technical Product Owner, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29223-senior-technical-product-owner-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum; platform; go,2026-05-11T12:00:51.000Z,management
352,Boa,67,BM Vagas - Unidade Prado Casal,Programador(a) Front-end Delphi Pleno,<https://www.programathor.com.br/jobs/33488-programador-a-front-end-delphi-pleno>,browser_mcp,Cruzeiro-SP (Presencial),Brazil-based or Remote Brazil,brazil,Pleno,frontend,,pleno
353,Boa,68,Dev.Pro,Intermediate Scrum Master - OP02143,<https://himalayas.app/companies/dev-pro/jobs/intermediate-scrum-master-op02143>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; scrum,2026-05-21T07:54:28.000Z,management
354,Boa,66,Neon,Product Manager - Payments,<https://himalayas.app/companies/neon/jobs/product-manager-payments>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,typescript; api; go,2026-05-18T20:31:13.000Z,management
355,Boa,66,Chronos Cap,Engenheiro(a) de QA - Python - Pleno,<https://www.programathor.com.br/jobs/33458-engenheiro-a-de-qa-python-pleno>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,python,,qa
356,Boa,60,Twilio,Staff Product Manager - Enterprise AI,<https://job-boards.greenhouse.io/twilio/jobs/7918885>,greenhouse,Remote - US,worldwide-compatible remote,international,Staff,typescript; express; architecture; platform; api; go,2026-05-13T17:20:19.000Z,management
357,Boa,63,Tabby,Senior SDET,<https://himalayas.app/companies/tabby/jobs/senior-sdet-467017830>,himalayas,"Remote / Argentina, Australia, Brazil, Canada, Chile, China, Colombia, Denmark, Finland, France, Germany, India, Ireland, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Norway, Peru, Saudi Arabia, Singapore, South Africa, South Korea, Spain, Sweden, Taiwan, United Arab Emirates, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Senior,typescript; api; go,2026-05-16T17:52:43.000Z,qa
358,Boa,63,CI&T,"[Job - 28794] Seniot/Engenheiro de Qualidade, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-28794-seniot-engenheiro-de-qualidade-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; platform; api,2026-05-13T03:18:50.000Z,qa
359,Boa,63,Prhospect soluções em R&amp;S,Desenvolvedor(a) Full Stack Pleno - PHP/Laravel,<https://www.programathor.com.br/jobs/33509-desenvolvedor-a-full-stack-pleno-php-laravel>,browser_mcp,Salvador (Híbrido),Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
360,Boa,60,Stripe,"Product Manager, Stripe Infrastructure",<https://stripe.com/jobs/search?gh_jid=6651889>,greenhouse,Remote in the US,worldwide-compatible remote,international,Unspecified,javascript; typescript; distributed systems; architecture; platform; api; go,2025-04-10T15:47:01.000Z,management
361,Boa,64,HostGator,Product Manager Senior (Hosting Avançado),<https://himalayas.app/companies/hostgator/jobs/product-manager-senior-hosting-avancado>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum,2026-05-07T22:25:32.000Z,management
362,Boa,60,Aquiva Labs,Salesforce Product Owner,<https://himalayas.app/companies/aquiva-labs/jobs/salesforce-product-owner-8379032676>,himalayas,"Remote / Argentina, Brazil, Chile, Colombia, Mexico, Peru",Brazil-friendly remote,brazil_friendly,Unspecified,typescript; scrum,2026-05-19T20:31:26.000Z,management
363,Boa,65,LUZA Group,Product Owner (PO) de BI / Data Analytics,<https://himalayas.app/companies/luza-group/jobs/product-owner-po-de-bi-data-analytics>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,typescript; scrum; architecture; go,2026-05-07T14:07:50.000Z,management
364,Boa,64,InfoIdeias Software e Consultoria,Desenvolvedor(a) Delphi Sênior,<https://www.programathor.com.br/jobs/33473-desenvolvedor-a-delphi-senior>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,,,senior
365,Boa,60,Coderslab.io,DevOps Engineer,<https://www.getonbrd.com/jobs/devops-engineer-coderslab-io-remote-a7e8>,getonboard,Remote / South America,worldwide-compatible remote,international,Unspecified,terraform; docker; scrum; gcp; azure; kubernetes; cloud; api; go,2026-05-14T13:56:55.000Z,devops
366,Boa,64,RecargaPay,Product Owner (Pix com Cartão de Crédito),<https://himalayas.app/companies/recargapay-com/jobs/product-owner-pix-com-cartao-de-credito-190891542>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,typescript; scrum; api; go,2026-05-09T22:42:11.000Z,management
367,Boa,61,Invisible Technologies,AI QA Trainer – LLM Evaluation,<https://himalayas.app/companies/inv/jobs/ai-qa-trainer-llm-evaluation>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,typescript; platform; go; python,2026-05-07T20:31:06.000Z,qa
368,Boa,62,CenterWell Senior Primary Care,Lead Product Manager - AI Product Management,<https://himalayas.app/companies/centerwell-senior-primary-care/jobs/lead-product-manager-ai-product-management>,himalayas,"Remote / Algeria, Australia, Austria, Bangladesh, Belgium, Brazil, Canada, China, Czechia, Denmark, Egypt, Finland, France, Germany, Ghana, Greece, Hungary, India, Indonesia, Iran, Iraq, Israel, Italy, Japan, Kenya, Malaysia, Mexico, Morocco, Netherlands, Nigeria, Norway, Pakistan, Philippines, Poland, Portugal, Romania, Russian Federation, Saudi Arabia, Singapore, South Africa, South Korea, Spain, Sri Lanka, Sweden, Switzerland, Tanzania, Thailand, Turkey, Ukraine, United Kingdom, United States, Vietnam",Brazil-friendly remote,brazil_friendly,Lead,typescript; platform; go,2026-05-08T17:21:01.000Z,management
369,Boa,64,Bling,Vencida Desenvolvedor(a) Full Stack Sênior,<https://www.programathor.com.br/jobs/12829-desenvolvedor-a-full-stack-senior>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,,,senior
370,Boa,64,PSW DIGITAL,Desenvolvedor(a) Fullstack Sênior,<https://www.programathor.com.br/jobs/33475-desenvolvedor-a-fullstack-senior>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,,,senior
371,Boa,62,Twilio,Senior Manager Software Engineering,<https://job-boards.greenhouse.io/twilio/jobs/7938645>,greenhouse,Remote - Ireland,worldwide-compatible remote,international,Senior,typescript; express; distributed systems; backend; frontend; api,2026-05-20T14:30:38.000Z,management
372,Boa,60,DQR TECH,Desenvolvedor(a) .Net Sênior - Híbrido SP,<https://www.programathor.com.br/jobs/33463-desenvolvedor-a-net-senior-hibrido-sp>,browser_mcp,São Paulo (Híbrido),Brazil-based or Remote Brazil,brazil,Senior,,,senior
373,Boa,65,DQR TECH,Desenvolvedor(a) .Net Pleno - Híbrido RJ,<https://www.programathor.com.br/jobs/33464-desenvolvedor-a-net-pleno-hibrido-rj>,browser_mcp,Rio de Janeiro (Híbrido),Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
374,Boa,60,Prhospect soluções em R&amp;S,DESENVOLVEDOR(A) FULL STACK SÊNIOR,<https://www.programathor.com.br/jobs/33494-desenvolvedor-a-full-stack-senior>,browser_mcp,São Paulo (Híbrido),Brazil-based or Remote Brazil,brazil,Senior,,,senior
375,Boa,58,Invest Prime,Vencida Desenvolvedor(a) Júnior,<https://www.programathor.com.br/jobs/26786-desenvolvedor-a-junior>,browser_mcp,"Rio de Janeiro, Rio de Janeiro, Brasil (Presencial)",Brazil-based or Remote Brazil,brazil,Junior,,,junior
376,Boa,55,Vono Tecnologia,Desenvolvedor(a) Full Stack Pleno - Laravel,<https://www.programathor.com.br/jobs/33515-desenvolvedor-a-full-stack-pleno-laravel>,browser_mcp,Belo Horizonte (Presencial),Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
377,Boa,55,Databricks,Solutions Architect ,<https://databricks.com/company/careers/open-positions/job?gh_jid=6356702002>,greenhouse,"Sao Paulo, Brazil",Brazil-based or Remote Brazil,brazil,Architect,typescript; express; cloud; platform; go,2022-09-09T15:10:55.000Z,arq
378,Boa,55,Tether Operations Limited,AI Product Manager (100% Remote),<https://himalayas.app/companies/tether-operations-limited/jobs/ai-product-manager-100-remote>,himalayas,Remote,worldwide-compatible remote,international,Unspecified,aws; typescript; gcp; azure; architecture; cloud; platform; api; go,2026-05-09T20:31:57.000Z,management
379,Razoavel,54,Cloudflare,"Solutions Engineering Manager, Commercial -  West",<https://boards.greenhouse.io/cloudflare/jobs/7520215?gh_jid=7520215>,greenhouse,Distributed,worldwide-compatible remote,international,Unspecified,aws; typescript; express; cloud; api; go,2026-01-16T21:22:04.000Z,management
380,Razoavel,54,Cloudflare,"Senior Manager, Solutions Engineering",<https://boards.greenhouse.io/cloudflare/jobs/7493333?gh_jid=7493333>,greenhouse,Distributed,worldwide-compatible remote,international,Senior,aws; typescript; express; cloud; go,2025-12-30T10:16:04.000Z,management
381,Boa,56,GitLab,"Senior Backend Engineer, Analytics Instrumentation (Golang)",<https://himalayas.app/companies/gitlab-com/jobs/senior-backend-engineer-analytics-instrumentation-golang>,himalayas,"Remote / Australia, Brazil, Canada, China, India, Japan, Mexico, United States",Brazil-friendly remote,brazil_friendly,Senior,typescript; express; platform; backend; api; go,2026-05-17T20:31:33.000Z,senior
382,Boa,58,Twilio,"Staff, Product Manager",<https://job-boards.greenhouse.io/twilio/jobs/7821526>,greenhouse,Remote - US,worldwide-compatible remote,international,Staff,typescript; express; cloud; api; go,2026-04-16T15:55:01.000Z,management
383,Boa,58,Cloudflare,"Senior Manager, Solutions Engineering Pre-Sales, Northern Europe",<https://boards.greenhouse.io/cloudflare/jobs/7439830?gh_jid=7439830>,greenhouse,Distributed,worldwide-compatible remote,international,Senior,aws; javascript; typescript; express; cloud; go; python; java,2026-02-26T15:36:42.000Z,management
384,Boa,57,Cloudflare,"Senior Solutions Engineering Manager, West",<https://boards.greenhouse.io/cloudflare/jobs/7528276?gh_jid=7528276>,greenhouse,Distributed,worldwide-compatible remote,international,Senior,aws; typescript; express; cloud; api; go,2026-01-23T19:12:36.000Z,management
385,Boa,55,GP Corp BR,Desenvolvedor(a) Full Stack Pleno - Integrações e Automações,<https://www.programathor.com.br/jobs/33518-desenvolvedor-a-full-stack-pleno-integracoes-e-automacoes>,browser_mcp,Curitiba (Presencial),Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
386,Boa,58,VELIFERA CENTRO DE SERVICOS COMPARTILHADOS,Vencida Desenvolvedor(a) Full Stack Drupal,<https://www.programathor.com.br/jobs/16919-desenvolvedor-a-full-stack-drupal>,browser_mcp,"Campinas, SP (Presencial)",Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
387,Boa,56,Canonical,Engineering Manager - Solutions Engineering,<https://job-boards.greenhouse.io/canonical/jobs/3313558>,greenhouse,Home based - Worldwide,worldwide-compatible remote,international,Unspecified,typescript; scrum; kubernetes; cloud; platform; api; go; python,2021-07-17T06:56:28.000Z,management
388,Boa,55,IronFence AI,Programador(a) Pleno Full Stack | 100% PRESENCIAL BRASÍLIA-DF,<https://www.programathor.com.br/jobs/33508-programador-a-pleno-full-stack-100-presencial-brasilia-df>,browser_mcp,Brasília (Presencial),Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
389,Razoavel,54,Supabase,Strategic Customer Solutions Architect (AMER),<https://jobs.ashbyhq.com/supabase/a5a5a35a-ff03-4777-bb05-6eaaf5e8a1a6>,ashby,AMER,LATAM remote,latam,Architect,,,arq
390,Boa,58,Somos BHS 💙,Pessoa Desenvolvedora Salesforce Pleno (Sales/Marketing Cloud) (Híbrido/BH),<https://bhs.gupy.io/job/eyJqb2JJZCI6MTEzMzM0MzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Belo Horizonte,Brazil-based or Remote Brazil,brazil,Pleno,cloud,,pleno
391,Razoavel,36,Canonical,Site Reliability Engineer,<https://himalayas.app/companies/canonical/jobs/site-reliability-engineer>,himalayas,"Remote / Australia, Brazil, Canada, China, Denmark, Finland, France, Germany, India, Italy, Japan, Mexico, Netherlands, Norway, Spain, Sweden, Switzerland, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Unspecified,typescript; docker; kubernetes; cloud; platform; api; go; python,2026-05-21T20:37:42.000Z,devops
392,Razoavel,51,Canonical,"Engineering Manager - Public Cloud, Python, Golang",<https://job-boards.greenhouse.io/canonical/jobs/4144793>,greenhouse,Home Based - Americas; Home based - EMEA,worldwide-compatible remote,international,Unspecified,aws; typescript; docker; scrum; gcp; azure; architecture; cloud; platform; api; go; python,2022-04-15T12:18:08.000Z,management
393,Razoavel,53,Empresa não informada,Desenvolvedora Fullstack Pleno - PJ - Remoto Feminino,<https://www.infojobs.com.br/vaga-de-desenvolvedora-fullstack-pleno-pj-remoto-feminino-em-sao-paulo__11559378.aspx>,browser_mcp,"oto-feminino-em-sao-paulo__11559378.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,pleno
394,Razoavel,51,OKX,"Principal / Senior Product Manager, Local Market & Growth (Latin America)",<https://himalayas.app/companies/okx/jobs/principal-senior-product-manager-local-market-growth-latin-america>,himalayas,"Remote / Anguilla, Antigua and Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Bonaire, Sint Eustatius and Saba, Brazil, Cayman Islands, Chile, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, El Salvador, Falkland Islands (Malvinas), Grenada, Guatemala, Guyana, Haiti, Honduras, Jamaica, Mexico, Montserrat, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, South Georgia and the South Sandwich Islands, Suriname, Trinidad and Tobago, Turks and Caicos Islands, Uruguay, Venezuela, Virgin Islands, British, Virgin Islands, U.S.",Brazil-friendly remote,brazil_friendly,Principal,typescript; platform; go,2026-05-08T20:32:41.000Z,management
395,Razoavel,51,GE Vernova,Solution Architect,<https://himalayas.app/companies/ge-vernova/jobs/solution-architect>,himalayas,Remote,international fallback,international,Architect,typescript; express; architecture; platform; api; go,2026-05-21T06:09:28.000Z,arq
396,Razoavel,50,Wealthsimple Technologies,Senior AI System Software Developer,<https://remoteok.com/remote-jobs/remote-senior-ai-system-software-developer-wealthsimple-technologies-1131572>,remoteok,,international fallback,international,Senior,aws; typescript; reactjs; postgres; redis; docker; microservices; kubernetes; architecture; cloud; platform; backend; frontend; api; go,2026-05-13T00:01:58.000Z,senior
397,Razoavel,49,Stripe,Corporate Network Engineering Manager,<https://stripe.com/jobs/search?gh_jid=7736482>,greenhouse,US Remote,worldwide-compatible remote,international,Unspecified,typescript; platform; api; python,2026-04-03T14:18:19.000Z,management
398,Razoavel,50,Chess.com,"Senior Product Manager, Chess AI",<https://himalayas.app/companies/chess-com/jobs/senior-product-manager-chess-ai>,himalayas,Remote,worldwide-compatible remote,international,Senior,typescript; html-css; platform; go,2026-05-17T23:48:06.000Z,management
399,Razoavel,49,Vono Tecnologia,Desenvolvedor(a) Full Stack Sênior - Laravel,<https://www.programathor.com.br/jobs/33507-desenvolvedor-a-full-stack-senior-laravel>,browser_mcp,Belo Horizonte (Presencial),Brazil-based or Remote Brazil,brazil,Senior,,,senior
400,Razoavel,53,"Tritone Analytics, Inc",Data Platform Engineer (Data Quality & AI Workflows),<https://www.getonbrd.com/jobs/data-platform-engineer-data-quality-ai-workflows-tritone-analytics-inc-remote>,getonboard,"Remote / Mexico, Central America, South America",LATAM remote,latam,Unspecified,typescript; platform; python,2026-05-08T18:10:28.000Z,devops
401,Razoavel,48,Grafana Labs,Staff Software Engineer - Grafana Cloud k6 | Ireland | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5996122004>,greenhouse,Republic of Ireland (Remote),international fallback,international,Staff,aws; javascript; typescript; docker; kubernetes; distributed systems; cloud; platform; go; python; java,2026-05-14T12:26:18.000Z,staff
402,Razoavel,39,Afya,Senior Backend Software Engineer (Node),<https://afya.gupy.io/job/eyJqb2JJZCI6MTA5OTc4NzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Senior,node; backend,,senior
403,Razoavel,42,LLInformatics,Senior QA Automation Engineer,<https://himalayas.app/companies/llinformatics/jobs/senior-qa-automation-engineer>,himalayas,Remote,international fallback,international,Senior,typescript; distributed systems; architecture; backend; api; go; python; selenium; playwright,2026-05-14T20:31:45.000Z,qa
404,Razoavel,46,Empresa não informada,Líder Técnico III (React Native / Node.Js),<https://www.infojobs.com.br/vaga-de-lider-tecnico-iii-react-native-nodejs-em-__11560152.aspx>,browser_mcp,"-__11560152.aspx"">",Brazil-friendly remote,brazil_friendly,Lead,javascript; reactjs; react-native; node,,senior
405,Razoavel,43,Nium,Staff Product Manager - LATAM,<https://himalayas.app/companies/nium/jobs/staff-product-manager-latam>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Staff,typescript,2026-05-09T05:34:02.000Z,management
406,Razoavel,47,Tecsa® Group,Tech Lead Mobile | React Native,<https://tecsa.gupy.io/job/eyJqb2JJZCI6MTEyNTA2NjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Lead,reactjs; react-native,,senior
