rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
221,Excelente,90,CI&T,"[Job-29210] Senior Platform Engineer – IDP &amp; Cloud, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29210-senior-platform-engineer-idp-amp-cloud-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; architecture; cloud; platform,2026-05-09T05:39:00.000Z,devops
222,Excelente,93,Prhospect soluções em R&amp;S,Desenvolvedor(a) Front-End Pleno | React,<https://www.programathor.com.br/jobs/33493-desenvolvedor-a-front-end-pleno-react>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,reactjs; frontend,,pleno
223,Excelente,93,Refocus LLC,Senior S/4HANA ABAP Developer,<https://www.getonbrd.com/jobs/senior-s-4hana-abap-developer-refocus-llc-remote>,getonboard,"Remote / Chile, Peru, Mexico, Colombia, Argentina, Brazil",Brazil-friendly remote,brazil_friendly,Senior,typescript; architecture; cloud; platform; api; go,2026-05-15T17:28:41.000Z,senior
224,Excelente,92,CI&T,"[Job-29254] Backend Engineer (Orquestração &amp; Integrações), Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29254-backend-engineer-orquestracao-amp-integracoes-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; redis; platform; backend; api,2026-05-09T09:06:10.000Z,pleno
225,Excelente,92,Twilio,Staff Machine Learning Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7061880>,greenhouse,Remote - US,worldwide-compatible remote,international,Staff,aws; terraform; typescript; express; docker; gcp; azure; kubernetes; cloud; platform; api; python,2025-08-06T17:22:39.000Z,staff
226,Excelente,92,Twilio,Staff Software Engineer (L4),<https://job-boards.greenhouse.io/twilio/jobs/7716279>,greenhouse,Remote - Colombia,worldwide-compatible remote,international,Staff,aws; javascript; typescript; reactjs; express; gcp; azure; distributed systems; cloud; platform; backend; frontend; api; go; java,2026-03-13T21:04:29.000Z,staff
227,Excelente,93,Sporty Group,Weekend Backend Engineer,<https://himalayas.app/companies/sporty-group/jobs/weekend-backend-engineer>,himalayas,"Remote / Afghanistan, Albania, Algeria, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Austria, Azerbaijan, Bahamas, Bahrain, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cameroon, Cayman Islands, Central African Republic, Chad, Chile, Colombia, Comoros, Congo, Congo, The Democratic Republic of the, Cook Islands, Costa Rica, Croatia, Cuba, Curaçao, Cyprus, Czechia, Côte d'Ivoire, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Finland, France, French Guiana, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hungary, Iceland, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Jamaica, Jersey, Jordan, Kazakhstan, Kenya, Kuwait, Kyrgyzstan, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Mali, Malta, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Moldova, Monaco, Montenegro, Montserrat, Morocco, Mozambique, Namibia, Netherlands, Nicaragua, Niger, Nigeria, North Macedonia, Norway, Oman, Palestine, State of, Panama, Paraguay, Peru, Poland, Portugal, Puerto Rico, Qatar, Romania, Russian Federation, Rwanda, Réunion, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Sint Maarten (Dutch part), Slovakia, Slovenia, Somalia, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Tanzania, Togo, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Uganda, Ukraine, United Arab Emirates, United Kingdom, Uruguay, Uzbekistan, Venezuela, Virgin Islands, British, Virgin Islands, U.S., Western Sahara, Yemen, Zambia, Zimbabwe, Åland Islands",Brazil-friendly remote,brazil_friendly,Pleno,aws; typescript; redis; docker; microservices; kubernetes; architecture; cloud; platform; backend; api; go; java,2026-05-10T06:32:17.000Z,pleno
228,Otima,76,Canonical,Software Engineering Manager - Container and Virtualisation Infrastructure,<https://himalayas.app/companies/canonical/jobs/software-engineering-manager-container-and-virtualisation-infrastructure>,himalayas,"Remote / Argentina, Austria, Belgium, Brazil, Canada, Colombia, Czechia, Denmark, Egypt, France, Germany, Greece, Hungary, Ireland, Israel, Italy, Mexico, Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Saudi Arabia, South Africa, Spain, Sweden, Switzerland, Turkey, Ukraine, United Arab Emirates, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Unspecified,typescript; docker; kubernetes; distributed systems; architecture; cloud; platform; api; go,2026-05-21T20:33:46.000Z,management
229,Otima,76,Sagan Recruitment,Senior Analytics Engineer (Offshore),<https://programathor.com.br/jobs/33525-senior-analytics-engineer-offshore>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Senior,postgres,,senior
230,Otima,72,Canonical,Software Engineering Manager - Sustaining Engineering,<https://himalayas.app/companies/canonical/jobs/software-engineering-manager-sustaining-engineering>,himalayas,"Remote / Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, El Salvador, Grenada, Guatemala, Guyana, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, United States, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Unspecified,typescript; kubernetes; cloud; platform; api; go; python,2026-05-21T20:37:39.000Z,management
231,Otima,75,Automattic,Senior Systems Engineer,<https://himalayas.app/companies/automattic/jobs/senior-systems-engineer>,himalayas,Remote,worldwide-compatible remote,international,Senior,typescript; api; go,2026-05-21T20:32:09.000Z,senior
232,Excelente,87,Tether Operations Limited,Senior Backend Developer (100% remote Worldwide),<https://himalayas.app/companies/tether-operations-limited/jobs/senior-backend-developer-100-remote-worldwide>,himalayas,Remote,worldwide-compatible remote,international,Senior,javascript; typescript; node; redis; microservices; scrum; architecture; platform; backend; api; go; java,2026-05-16T20:31:22.000Z,senior
233,Otima,84,Platform Science,Software Development Engineer in Test - Brazil,<https://himalayas.app/companies/platform-science/jobs/software-development-engineer-in-test-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; javascript; typescript; scrum; gcp; azure; cloud; platform; api; go; python; java; selenium; cypress; playwright; postman,2026-05-19T07:54:28.000Z,qa
234,Excelente,87,iFood,Senior Staff Software Engineer,<https://himalayas.app/companies/ifood/jobs/senior-staff-software-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Staff,architecture; platform; backend; go; java,2026-05-18T00:38:09.000Z,staff
235,Excelente,88,Twilio,"Staff Enterprise Security Engineer, AI Security",<https://job-boards.greenhouse.io/twilio/jobs/7904291>,greenhouse,Remote - Ireland,worldwide-compatible remote,international,Staff,aws; typescript; express; gcp; kubernetes; architecture; cloud; platform; api; go; python; java,2026-05-08T08:52:04.000Z,staff
236,Excelente,85,"Bemax Group, LLC",Data Engineer / BI Analyst (Azure Synapse & Fabric) - Pleno,<https://programathor.com.br/jobs/33501-data-engineer-bi-analyst-azure-synapse-fabric-pleno>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,azure; python,,pleno
237,Excelente,87,engage CRM,📍 PRESENCIAL - SOMENTE PARA CANDIDATOS NO LOCAL Desenvolvedor(a) Web Full Stack Júnior (PHP / JavaScript / React),<https://www.programathor.com.br/jobs/33503-desenvolvedor-a-web-full-stack-junior-php-javascript-react>,browser_mcp,São Paulo (Presencial),Brazil-based or Remote Brazil,brazil,Junior,javascript; reactjs; java,,junior
238,Excelente,85,Twilio,Senior Software Engineer- Video Signalling ,<https://job-boards.greenhouse.io/twilio/jobs/7394811>,greenhouse,Remote - Ireland,worldwide-compatible remote,international,Senior,aws; typescript; express; scrum; azure; distributed systems; cloud; platform; api; go; java,2025-11-14T09:26:27.000Z,senior
239,Excelente,88,BitMEX,"Senior Software Engineer, Web (Full Stack)",<https://himalayas.app/companies/bitmex/jobs/senior-software-engineer-web-full-stack>,himalayas,Remote,worldwide-compatible remote,international,Senior,javascript; typescript; reactjs; node; architecture; platform; backend; frontend; api; java,2026-05-20T08:53:08.000Z,senior
240,Excelente,89,Salesforce,Technical Architect,<https://himalayas.app/companies/salesforce/jobs/technical-architect-1832671522>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,javascript; typescript; express; scrum; architecture; cloud; platform; api; go,2026-05-18T11:52:15.000Z,arq
241,Excelente,88,Unisys,Analista Desenvolvedor Cobol Jr.,<https://himalayas.app/companies/unisys/jobs/analista-desenvolvedor-cobol-jr>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Junior,typescript; express; scrum; backend; go,2026-05-13T00:16:13.000Z,junior
242,Excelente,86,Latitude.sh,Senior Site Reliability Engineer,<https://himalayas.app/companies/latitude-sh/jobs/senior-site-reliability-engineer>,himalayas,Remote,worldwide-compatible remote,international,Senior,terraform; typescript; scrum; kubernetes; cloud; platform; go; python,2026-05-21T09:53:25.000Z,devops
243,Excelente,85,Twilio,"Senior Engineer, Security Automation",<https://job-boards.greenhouse.io/twilio/jobs/7206764>,greenhouse,Remote - Ireland,worldwide-compatible remote,international,Senior,terraform; typescript; express; docker; scrum; kubernetes; cloud; platform; api; go; python,2025-10-01T16:28:25.000Z,senior
244,Excelente,86,CloudWalk,Backend Software Engineer,<https://himalayas.app/companies/cloudwalk/jobs/backend-software-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; architecture; cloud; backend,2026-05-07T23:38:28.000Z,pleno
245,Excelente,88,Twilio,Staff Analytics Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7551660>,greenhouse,Remote - US,worldwide-compatible remote,international,Staff,aws; typescript; express; api; python,2026-01-21T16:11:38.000Z,staff
246,Excelente,88,Twilio,Staff Software Engineer (L4) Data Platform,<https://job-boards.greenhouse.io/twilio/jobs/7782805>,greenhouse,Remote - US,worldwide-compatible remote,international,Staff,aws; typescript; express; distributed systems; architecture; platform; api; python; java,2026-04-06T22:00:59.000Z,staff
247,Excelente,89,Trafilea,Tech Lead - Checkouts,<https://himalayas.app/companies/trafilea-com/jobs/tech-lead-checkouts>,himalayas,Remote,worldwide-compatible remote,international,Lead,typescript; scrum; distributed systems; architecture; platform; backend; frontend; api; go,2026-05-19T06:40:30.000Z,senior
248,Excelente,85,CI&T,"[Job 27954] Developer Java, Pleno",<https://himalayas.app/companies/ci-t/jobs/job-27954-developer-java-pleno>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; scrum; platform; api; java,2026-05-08T05:02:47.000Z,pleno
249,Excelente,88,Twilio,"Staff Engineer, AI Security",<https://job-boards.greenhouse.io/twilio/jobs/7821462>,greenhouse,Remote - Ireland,worldwide-compatible remote,international,Staff,aws; typescript; express; api; go; python,2026-04-17T15:25:27.000Z,staff
250,Otima,84,G2i,"Software Engineer, AI (Python)",<https://himalayas.app/companies/g2i/jobs/software-engineer-ai-python>,himalayas,"Remote / Albania, Argentina, Austria, Belgium, Bolivia, Bosnia and Herzegovina, Brazil, Bulgaria, Canada, Chile, Colombia, Czechia, Dominican Republic, Ecuador, Estonia, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Malta, Mexico, Montenegro, North Macedonia, Paraguay, Peru, Poland, Portugal, Puerto Rico, Romania, Serbia, Slovakia, Spain, Turkey, United Kingdom, United States, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Pleno,typescript; go; python,2026-05-21T05:28:14.000Z,pleno
251,Excelente,89,Twilio,Senior Software Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7234666>,greenhouse,Remote - Ireland,worldwide-compatible remote,international,Senior,aws; terraform; typescript; express; docker; microservices; kubernetes; platform; api; go; java,2026-04-17T17:02:56.000Z,senior
252,Excelente,87,CI&T,[Job- 29230] SalesForce Senior Developer - Service Cloud Brazil,<https://himalayas.app/companies/ci-t/jobs/job-29230-salesforce-senior-developer-service-cloud-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; cloud; platform,2026-05-09T12:26:35.000Z,senior
253,Excelente,88,Stripe,"Staff Full Stack Engineer, Identity",<https://stripe.com/jobs/search?gh_jid=7895467>,greenhouse,Remote,worldwide-compatible remote,international,Staff,typescript; reactjs; graphql; architecture; platform; backend; frontend; api; go; python; java,2026-05-06T22:03:30.000Z,staff
254,Excelente,86,Resend,"Backend Engineer, Core Sending",<https://jobs.ashbyhq.com/resend/a95832a8-a2ab-4a63-8303-9989f1fc47d6>,ashby,Americas / Remote / Full-time,LATAM remote,latam,Pleno,aws; typescript; postgres; architecture; cloud; platform; backend; api; go,2026-05-07,pleno
255,Excelente,85,Twilio,Senior Software Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7595407>,greenhouse,Remote - US,worldwide-compatible remote,international,Senior,javascript; typescript; express; architecture; platform; api; go; java,2026-02-19T18:50:01.000Z,senior
256,Otima,84,Tether Operations Limited,Lead Software Engineer - Mobile Development (Crypto Wallets) (100% remote Worldw,<https://himalayas.app/companies/tether-operations-limited/jobs/lead-software-engineer-mobile-development-crypto-wallets-100-remote-worldw>,himalayas,Remote,worldwide-compatible remote,international,Lead,javascript; typescript; reactjs; react-native; node; architecture; platform; backend; frontend; api; java,2026-05-16T20:31:22.000Z,senior
257,Excelente,85,N-iX,Senior Automation QA Engineer (Manual expertise),<https://himalayas.app/companies/n-ix/jobs/senior-automation-qa-engineer-manual-expertise>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; go,2026-05-07T22:55:55.000Z,qa
258,Excelente,87,CI&T,"[Job - 29257] Principal Data Architect, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29257-principal-data-architect-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,aws; typescript; architecture; cloud; platform; go,2026-05-15T17:47:40.000Z,arq
259,Otima,84,CI&T,[Job 29309] Desenvolvedor Salesforce Senior,<https://himalayas.app/companies/ci-t/jobs/job-29309-desenvolvedor-salesforce-senior>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; platform,2026-05-14T16:59:39.000Z,senior
260,Excelente,86,Performance Development Group,Full Time Solution Architect,<https://himalayas.app/companies/performance-development-group/jobs/full-time-solution-architect>,himalayas,Remote,worldwide-compatible remote,international,Architect,typescript; reactjs; architecture; go,2026-05-08T04:05:55.000Z,arq
261,Otima,84,CI&T,[Job 29310] Desenvolvedor Salesforce Master,<https://himalayas.app/companies/ci-t/jobs/job-29310-desenvolvedor-salesforce-master>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; scrum; platform,2026-05-14T17:00:01.000Z,pleno
262,Excelente,89,Twilio,Senior Infrastructure Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7474040>,greenhouse,Remote - US,worldwide-compatible remote,international,Senior,aws; terraform; typescript; express; docker; kubernetes; distributed systems; architecture; cloud; platform; api,2026-01-07T22:32:48.000Z,devops
263,Excelente,87,Tether Operations Limited,Senior Backend Developer,<https://himalayas.app/companies/tether-operations-limited/jobs/senior-backend-developer>,himalayas,Remote,worldwide-compatible remote,international,Senior,javascript; typescript; node; redis; microservices; scrum; architecture; platform; backend; api; go; java,2026-05-17T20:31:17.000Z,senior
